Institution,Researcher Name,Associated Facilities,Research Areas,Research Chairs/Grant Funding,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Alternative Fuels,Autonomy and AI,Batteries and Fuel Cells,Biocomposites,Coatings and Corrosion,Connected Vehicles,Control,Crashworthiness,Electronics,Forming and Joining,High Strength Steel,Hybrid and Electric Vehicles,Industrial Processes,Injury Prevention,Internal Combustion Engines,Lightweight Metals,Mechatronics,Nanotechnology,Networks and Security,"Noise, Vibration and Harshness",Polymers and Composite Materials,Powertrain,Sensors,Software,Stress and Fracture,Transportation and Charging,Vehicle Design
University of Waterloo,"Melek, William","Centre for Pattern Analysis and Machine Intelligence
WATCAR","CVAVs: autonomous navigation  and mobile manipulation, computational intelligence, design, modelling and control of advanced mechatronics.",NSERC (Discovery Grants Program):  Configuration Optimization and Advanced Docking Design for Two Classes of Reconfigurable Robotic Systems.,Autonomy and AI,Mechatronics,,,,,x,,,,,,,,,,,,,,,x,,,Err:507,,,,,,,
University of Waterloo,"Mitran, Patrick",WATCAR,"CVAVs: cooperative and cognitive networks, wireless communications.",NSERC (Discovery Grants Program):  Performance limits and advanced methods in wireless networks.,Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Montesano, John",WATCAR,"Long-term durability of lightweight components, fatigue and creep failure, impact of composite structures, damage mechanics and modelling, non-destructive evaluation.",No NSERC. ,Lightweight metals,Polymers and composite materials,Crashworthiness,,,,,,,,,,x,,,,,,,,x,,,,Err:507,x,,,,,,
University of Waterloo,"Moreno, Carlos",Real-Time Embedded Software Research Group,"Cryptography, embedded systems security, digital signal processing, automotive functional safety.",,Networks and security,Injury Prevention,,,,,,,,,,,,,,,,,x,,,,,x,Err:507,,,,,,,
University of Waterloo,"Moresoli, Christine",Ontario BioCar Initiative,"Diffusion transport and stress in biomaterials and polymeric films, enzyme reaction engineering.",,Biocomposites,Polymers and composite materials,Stress and fracture,,,,,,x,,,,,,,,,,,,,,,,Err:507,x,,,,x,,
University of Waterloo,"Morris, Kirsten",WATCAR,"Estimation of charge in batteries, control of smart materials, optimization of sensor and hardware placement.",NSERC (Discovery Grants Program):  Integrated Actuator/Sensor Design for Control of Distributed Parameter Systems.,Batteries and fuel cells,Sensors,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,x,,,,
University of Waterloo,"Naik, Sagar",WATCAR,"CVAVs: intelligent transportation systems, mobile networks, smart grids.","NSERC (Discovery Grants Program):  EnergyMass: Energy Efficiency of Mobile Applications on Smartphones and Small Devices.
NSERC (Collaborative Research and Development Grants): Dependable Execution of Applications on Smartphones.",Transportation and charging,Networks and security,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,x,
University of Waterloo,"Narasimhan, Sriram","Structural Dynamics, Control and Identification Group
WATCAR","Noise, vibration and harshness (NVH), wave propagation in composite materials.","Canada Research Chair in Smart Infrastructure
NSERC (Discovery Grants Program): System Identification of Dynamically Sensitive Structures using Wireless Smart Sensor Networks.","Noise, vibration and harshness",Polymers and composite materials,Networks and security,Sensors,,,,,,,,,,,,,,,,,,,,x,Err:507,x,,x,,,,
University of Waterloo,"Nasser, Abukhdeir","Waterloo Institute for Nanotechnology
WATCAR","Hydrodynamics of complex fluids and multiphase flows, topological optimization of structural analysis.","NSERC (Discovery Grants Program): Simulation-based Engineering of Micro/Nanoscale Liquid Crystal Devices.
NSERC (Collaborative Research and Development Grants): Simulation-assisted design and optimization of multiphase unit operations for Canadian bitumen processing.
NSERC (Engage Grants Program): Simulation-based analysis of phase-change cooling mechanisms for integral molten salt reactors.
NSERC (Engage Grants Program): Simulation-assisted design of an integrated microfluidic centrifugal separator.",Nanotechnology,,,,,,,,,,,,,,,,,,,,,,x,,Err:507,,,,,,,
University of Waterloo,"Nazar, Linda","Waterloo Institute for Nanotechnology
Waterloo Institute for Sustainable Energy
WATCAR","Advanced nano materials for rechargeable lithium-ion batteries, new materials for enhanced energy storage and conversion, hydrogen storage and fuel cell catalyst materials, electric vehicles","Canada Research Chair in Solid State Materials
NSERC (Discovery Grants Program): Energy Storage Materials: Discovery and Electrochemistry.",Batteries and fuel cells,Nanotechnology,Hybrid and electric vehicles,,,,,x,,,,,,,,,x,,,,,,x,,Err:507,,,,,,,
University of Waterloo,"Ng, Flora","Waterloo Institute for Nanotechnology
Waterloo Institute for Sustainable Energy
WATCAR","Catalyst development for hydrocarbon processing, heavy oil and emulsion upgrading, production of ultra-low sulphur gasoline and diesel fuel, biodiesel production.",NSERC (Discovery Grants Program):  Production of clean and renewable energy and chemicals from biomass and oilsands bitumen.,Alternative fuels,,,,,x,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Nieva, Patricia","Sensors and Integrated Microsystems Laboratory
Waterloo Institute for Nanotechnology
WATCAR","Micro- and nano-electro-mechanical systems (MEMS/NEMS) sensors for operation in harsh environments, sensor monitoring of lithium-ion batteries in electric vehicles.",NSERC (Discovery Grants Programs): Development of Harsh Environment MEMS Sensors for Greener Internal Combustion Engines.,Nanotechnology,Electronics,Sensors,Batteries and fuel cells,Hybrid and electric vehicles,,,x,,,,,,x,,,x,,,,,,x,,Err:507,,,x,,,,
University of Waterloo,"Papoulia, Katerina",WATCAR,"Computational solid mechanics, failure analysis and cohesive fracture of polymeric and glassy materials, modelling of concrete and polymer-based composites.",No NSERC. (Since 2013),Polymers and composite materials,Stress and fracture,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,,,x,,
University of Waterloo,"Penlidis, Alexander","Institute for Polymer Research
WATCAR","Modelling of polymer reactors, emulsion/solution/suspension polymerization, polymer characterization, polymer engineering, polymerization kinetics, engineering polymers with specific properties for advanced technology applications.","Former Canada Research Chair in Engineering of Polymers with Tailor-Made Properties
NSERC (Discovery Grants Program):  Issues in multicomponent polymerizations polymeric sensor development.",Polymers and composite materials,Sensors,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,x,,,,
University of Waterloo,"Pritzker, Mark","Waterloo Institute for Sustainable Energy
WATCAR","Metal and alloy electrodeposition, proton exchange membrane fuel cell (PEMFC) and solid oxide fuel cell (SOFC) modelling, electrochemical techniques for fabricating nanostructures, electric vehicles.","NSERC (Discovery Grants Program): Electrochemical Deposition for Electrochemical Energy Applications.
NSERC (Engage Grants Program):  Formulation of zinc oxide nanoparticle dispersions for metal oxide solar cells.",Lightweight metals,Batteries and fuel cells,Nanotechnology,Hybrid and electric vehicles,,,,x,,,,,,,,,x,,,,x,,x,,Err:507,,,,,,,
University of Waterloo,"Rafi, Golamreza",Centre for Intelligent Antenna and Radio Systems,"Mobile satellite broadcasting and communications in vehicles, vehicle mounted antennas for satellite services in moving vehicles, satellite tracking for fast moving conditions.",,Connected vehicles,Networks and security,,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Randall, Neil",WATCAR,CVAVs: rhetorical and semiotic analysis of user interfaces.,No NSERC.,Connected vehicles,,,,,,,,,,x,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Rempel, Gary",WATCAR,"Advanced rubber materials, chemical modification of polymers, green catalytic processes.","NSERC (Collaborative Research and Development Grants): Novel elastomers.
NSERC (Discovery Grants Program): Green and sustainable catalytic technology for advanced materials.",Polymers and composite materials,,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Rosenberg, Catherine","Waterloo Institute for Sustainable Energy
WATCAR","CVAVs: network security, traffic engineering and congestion control, V2X communications, electric vehicles and grid charging.","Canada Research Chair in Future Internet
NSERC (Discovery Grants Program):  Smart Energy Systems: Control, Communications, and Optimization.",Networks and security,Transportation and charging,Connected vehicles,Hybrid and electric vehicles,,,,,,,x,,,,,,x,,,,,,,x,Err:507,,,,,,x,
University of Waterloo,"Saccomanno, Frank",WATCAR,"Driver fatigue and accident severity, road accident prediction, transportation of dangerous goods.",No NSERC. (Since 2015),Injury Prevention,Transportation and charging,,,,,,,,,,,,,,,,,x,,,,,,Err:507,,,,,,x,
University of Waterloo,"Safavi-Naeini, Safieddin","Centre for Intelligent Antenna and Radio Systems
WATCAR","CVAVs: vehicle wireless communications and safety systems, intelligent navigation systems.","NSERC-Blackberry Industrial Research Chair in Intelligent Integrated Radio/Antenna Systems and Novel Electromagnetic Media Technologies
NSERC (Engage Grants Program):  Low-cost high performance antenna system for UAV-ground communication.
NSERC (Discovery Grants Program):  Integrated millimeter-wave/terahertz smart structures.",Connected vehicles,Networks and security,Injury Prevention,,,,,,,,x,,,,,,,,x,,,,,x,Err:507,,,,,,,
University of Waterloo,"Safayeni, Frank",WATCAR,"Supply chain: production management, behavioural and organizational aspects of information systems and management technology.",No NSERC.,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Salama, Magdy","Waterloo Institute for Sustainable Energy
WATCAR","Energy systems, distribution system automation, performance, and load management, power grids and electric vehicle charging.",NSERC (Discovert Grants Program):  Performance of smart distribution systems (SDS) with large-scale renewable energy sources (LSRES).,Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Waterloo,"Salehian, Armaghan",WATCAR,"Noise vibration and harshness (NVH), wave propogation in composite materials.",,"Noise, vibration and harshness",Polymers and composite materials,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Sazonov, Andrei","Waterloo Institute for Nanotechnology
WATCAR","Thin film materials for electronics and sensors applications, fabrication of low-cost flexible electronics.",NSERC (Engage Grants Program): Computer implementation of physical models for exciton and charge transport in organic semiconductor devices.,Electronics,Sensors,Nanotechnology,,,,,,,,,,,x,,,,,,,,,x,,Err:507,,,x,,,,
University of Waterloo,"Schneider, Gary",WATCAR,"All-speed flow prediction, machine vision.",No NSERC. (Since 2015),Autonomy and AI,,,,,,x,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Shahrivar, Ebrahim Moradi",Smart Hybrid and Electric Vehicle Systems Lab,"Optimal control, distributed control systems, network science, machine learning.",,Control,Autonomy and AI,,,,,x,,,,,x,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Shaker, George","Centre for Intelligent Antenna and Radio Systems
WATCAR","CVAVs: vehicle and UAV wireless communications, navigation and telematics systems.
Powertrains: energy harvesting systems.",No NSERC. (Since 2010),Networks and security,Connected vehicles,Autonomy and AI,Powertrain,,,x,,,,x,,,,,,,,,,,,,x,Err:507,,x,,,,,
University of Waterloo,"Shen, Xuemin","Waterloo Institute for Sustainable Energy
WATCAR","CVAVs: wireless network security, sensor networks.","NSERC (Discovery Grants Program):  Cost-Effective Vehicular Communication Networking.
NSERC (Collaborative Research and Development Grants): Exploitation of Opportunistic Spectrum for Vehicular Communication Systems.
NSERC (Collaborative Research and Development Grants):  Cost-Effective Vehicular Communication Networking.",Networks and security,Sensors,Connected vehicles,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,x,,,,
University of Waterloo,"Simon, Leonardo","Ontario BioCar Initiative
Institute for Polymer Research
Waterloo Institute for Nanotechnology
WATCAR","Development and evaluation of novel bioproducts for automotive applications, including polymer nanocomposites and fuel cell materials, using agricultural products to produce green plastics for automotive parts.",NSERC (Discovery Grants Program): Renewable Polymer Nanocomposites.,Biocomposites,Polymers and composite materials,Batteries and fuel cells,,,,,x,x,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Sivoththaman, Siva",WATCAR,"Processing technologies for microelectronic devices, MEMS technology, thin-film photovoltaic devices.","Ontario Research Chair in Renewable Energy Technologies and Health
NSERC (Discovery Grants Program): Engineered Nanoparticles for Advanced Photovoltaic, Photonic, and Imaging Applications.",Electronics,Nanotechnology,,,,,,,,,,,,x,,,,,,,,,x,,Err:507,,,,,,,
University of Waterloo,"Smith, Stephen",WATCAR,"CVAVs: autonomous systems, optimization and control theory.",NSERC (Discovery Grants Program):  Coordinated autonomous systems: optimized motion in dynamic and uncertain environments.,Autonomy and AI,Control,,,,,x,,,,,x,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Steiner, Stefan",WATCAR,"Supply chain: business and industrial statistics, operations research.",,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Strong, Alexander William",Unknown.,"Structural optimization of fatigue critical automotive components, magnesium.",NSERC (Industrial Postgraduate Scholarships): Structural optimization of fatigue critical automotive components using forged magnesium.,Lightweight metals,Stress and fracture,Vehicle design,,,,,,,,,,,,,,,,,,x,,,,Err:507,,,,,x,,x
University of Waterloo,"Sullivan, Pearl",WATCAR,"Adhesive bonding of dissimilar materials (e.g. polymers and metals), characterization and modelling of Polymers and composite materials.",Automotive Partnership Canada: Thermal degradation of polymeric materials and joints for heat exchanger applications.,Forming and joining,Polymers and composite materials,,,,,,,,,,,,,x,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Tan, Zhongchao",WATCAR,"Post-combustion air pollution, syngas purification, thermochemical processes for alternative fuel production.","NSERC (Collaborative Research and Development Grants): Development of nanofiber based diesel soot filtration technology.
NSERC (Engage Grants Program):  Graphene sponge used as volatile organic compounds absorbent for air purification.
NSERC (Discovery Grants Program):  Filtration and Measurement of Nanoaerosol Particles.",Internal combustion engines,Alternative fuels,,,,x,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Waterloo,"Thompson, Russell","Waterloo Institute of Nanotechnology
Thompson Research Group","Polymers, nanocomposite materials, hybrid materials.",,Polymers and composite materials,Nanotechnology,,,,,,,,,,,,,,,,,,,,,x,,Err:507,x,,,,,,
University of Waterloo,"Toyserkani, Ehsan","Multi-Scale Additive Manufacturing Lab
WATCAR","Additive manufacturing, modelling of metal laser additive manufacturing, micro-scale additive manufacturing.","NSERC (Discovery Grants Program): Next Generation of Additive Manufacturing Technologies.
NSERC (Engage Grants Program):  Modeling of melt pool dynamics during powder-bed laser metal additive manufacturing.
NSERC (Collaborative Research and Development Grants):  Micro-scale additive manufacturing of strain gauges on non-planar surface of jet engine blades.",Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Waterloo,"Tripunitara, Mahesh",WATCAR,"CVAVs: authorization systems and information, wireless network security.",NSERC (Discovery Grants Program):  Strengthening the Foundations of Access Control.,Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Waterloo,"Tzoganakis, Costas","Institute for Polymer Research
WATCAR","Co-extrusion dies, polymer compounding and extrusion, chemical modification of polymers by extrusion, polymer compounding for fuel cells.","NSERC (Engage Grants Program): Evaluation of polymeric materials for 3D printing applications.
NSERC (Discovery Grants Program):  Reactive and Conventional Processing of Polymers.",Forming and joining,Polymers and composite materials,Batteries and fuel cells,,,,,x,,,,,,,x,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Varin, Robert",WATCAR,"Solid state hydrogen refueling systems for vehicles, solid state hydrogen reservoirs for supplying PEM fuel cell vehicles, intermetallics, magnesium diboride-based nanostructured superconductors, solid state hydrogen storage.",NSERC (Discovery Grants Program): Advanced nanostructured hydride composites based on light elements for solid state hydrogen storage.,Alternative fuels,Batteries and fuel cells,,,,x,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Vejedi, Mahyar",Smart Hybrid and Electric Vehicle Systems Lab,Intelligent control and energy management of plug-in hybrid and electric vehicles.,,Control,Hybrid and electric vehicles,,,,,,,,,,x,,,,,x,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Vrscay, Edward",Centre for Pattern Analysis and Machine Intelligence,"Mathematical imaging, designing high pressure vessels for gaseous automotive fuels.",NSERC: Design of a new generation of conformable high-pressure vessels for gaseous fuels in automotive applications.,Internal combustion engines,,,,,,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Waterloo,"Weckman, David","Centre for Advanced Materials Joining
WATCAR","Arc welding processes, laser welding, modelling of weld microstructure evolution, numerical welding modellings, continuous casting processes.",No NSERC. (Since 2012),Forming and joining,,,,,,,,,,,,,,x,,,,,,,,,,Err:507,,,,,,,
University of Waterloo,"Weckman, Elizabeth",WATCAR,"Safety: occupant protection, fires and fire modelling.",No NSERC. (Since 2015),Injury Prevention,,,,,,,,,,,,,,,,,,x,,,,,,Err:507,,,,,,,
University of Waterloo,"Wells, Richard",WATCAR,"Safety: occupant protection, repetitive strain injuries. ",No NSERC. (Since 1993),Injury Prevention,,,,,,,,,,,,,,,,,,x,,,,,,Err:507,,,,,,,
University of Waterloo,"Wen, John","Laboratory for Emerging Energy Research
Centre for Advanced Materials Joining
Waterloo Institute for Nanotechnology
Waterloo Institute for Sustainable Energy
WATCAR","Biofuel combustion, combustion-generated particulates, energy utilization and storage, nanotechnology-based energy devices. ","NSERC (Discovery Grants Program): Engineered Metastable Intermolecular Composites: Microstructures, Combustion and Applications.
NSERC (Engage Grants Program): Direct deposition of carbon nanostructures on silicon wafer using electrophoresis.
NSERC (Discovery Grants Program): Engineered Metastable Intermolecular Composites: Microstructures, Combustion and Applications.",Alternative fuels,Internal combustion engines,Nanotechnology,,,x,,,,,,,,,,,,,,x,,,x,,Err:507,,,,,,,
University of Waterloo,"Wong, William","Waterloo Institute for Nanotechnology
WATCAR","Nanofabrication for energy conversion and storage, sensing and nanoelectronics, laser processing of materials.","NSERC (Idea to Innovation): Energy-efficient compensation circuit technology for conformal electronics.
NSERC (Strategic Projects): Intergrated flexible nanotechnology for photonic fabrics.
NSERC (Collaborative Research and Development Grants):  Laser processing of transition metal oxide thin-film transistors for large-area flexible OLED displays.",Nanotechnology,Sensors,,,,,,,,,,,,,,,,,,,,,x,,Err:507,,,x,,,,
University of Waterloo,"Worswick, Michael","Forming and Impact Lab
Centre for Advanced Materials Joining
WATCAR","High strain rate materials behaviour, sheet metal forming and tube hydroforming, vehicle and material crashworthiness, crashworthiness of lightweight materials.","Canada Research Chair in Light weight Materials Under Extreme Deformation: Fabrication and Performance
NSERC (Automotive Partnership Canada): Magnesium-intensive multi-material automotive structures: fabrication and performance.
NSERC (Automotive Partnership Canada): Warm forming of aluminum alloy brazing sheet.
APC: Tailored hot stamping and crash response of boron steels.
NSERC (Collaborative Research and Development Grants): Elevated temperature forming of high strength aluminum automotive structural components.
NSERC (Discovery Grants Program): Warm Forming and High Strain Rate (Crash) Behavior of Aluminum and Magnesium Alloy Sheet.
Ontario Research Fund - Infrastructure: Digital Servo-Control System, Automated Pycnometer and Integrated Optical Microscopy-Image Analysis for State-of-the-Art Tube Bending and Hydroforming
Ontario Research Fund - Infrastructure: Materials and Manufacturing for Light Weight Automotive Structures and Advanced Occupant Protection
Canadian Foundation for Innovation: Materials and Manufacturing for Light Weight Automotive Structures and Advanced Occupant Protection",Crashworthiness,Lightweight metals,Forming and joining,Injury Prevention,,,,,,,,,x,,x,,,,x,,x,,,,Err:507,,,,,,,
University of Waterloo,"Yarusevych, Serhiy",WATCAR,"Experimental and computational fluid dynamics, fluid structure interactions, noise, vibration and harshness (NVH), aerodynamics and aeroacoustics.","NSERC (Collaborative Research and Development Grants): Air jet interaction with a wetted surface: towards designing the next generation auto wash facilities. 
NSERC (Discovery Grants Program): Investigation of flows over airfoils operating at low Reynolds numbers and development of effective flow control strategies.","Noise, vibration and harshness",Vehicle design,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,x
University of Waterloo,"Yavuz, Mustafa","Nano and Micro Systems Lab
Centre for Advanced Materials Joining
Waterloo Institute for Nanotechnology","Digital design and fabrication technologies, autonomous vehicles, hybrid and electric vehicles, image processing and data analysis, scanning, energy storage and power systems, sensors, wireless communications, NEMS and MEMS.","NSERC (Collaborative Research and Development Grants): Multiple memory material technology: high temperature alloy processing, actuator controls and cyclic performance evaluation.",Autonomy and AI,Hybrid and electric vehicles,Batteries and fuel cells,Sensors,Networks and security,,x,x,,,,,,,,,x,,,,,,,x,Err:507,,,x,,,,
University of Waterloo,"Yeow, John","Waterloo Institute for Nanotechnology
WATCAR","MEMS and NEMS, microassembly, sensors.",Canada Research Chair in Micro and Nanodevices ,Nanotechnology,Sensors,,,,,,,,,,,,,,,,,,,,,x,,Err:507,,,x,,,,
University of Waterloo,"Yu, Aiping","Waterloo Institute for Nanotechnology
WATCAR","Nanomaterials for engineering nanocomposites, solar cells and sensors, nanomaterials synthesis and functionalization, solar cells and sensors, carbon nanotubes.",NSERC (Discovery Grants Program): Design of Multifunctional Graphene Nanomaterials for Supercapacitor.,Sensors,Nanotechnology,,,,,,,,,,,,,,,,,,,,,x,,Err:507,,,x,,,,
University of Waterloo,"Zelek, John",WATCAR,"CVAVs: intelligent mechatronic control systems, mobile robot navigation.","NSERC (Engage Grants Program): Visual SLAM for automated industrial robotic cleaners.
NSERC (Engage Grants Program):  Automated equine behaviour monitoring.
NSERC (Discovery Grants Program):  Visual Perception of 3D Worlds for Haptic Exploration.",Mechatronics,Control,Autonomy and AI,,,,x,,,,,x,,,,,,,,,,x,,,Err:507,,,,,,,
University of Waterloo,"Zhao, Boxin","Centre for Advanced Materials Joining
Institute for Polymer Research
Waterloo Institute for Nanotechnology
WATCAR","Polymers, advanced coatings and adhesive bonding, multifunctional green materials, additive manufacturing.","NSERC (Engage Plus Grants Program): Bonding studies for thermally sprayed copper alloy antimicrobial coatings.
NSERC (Engage Plus Grants Program): Biomimetic Micro/Nano-structured Adhesive Materials with ""Smart"" Properties.",Polymers and composite materials,,,,,,,,,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Waterloo,"Zhou, Norman","Centre for Advanced Materials Joining
Waterloo Institute for Nanotechnology
WATCAR","Advanced welding and joining techniques, microjoining, nanojoining, diffusion brazing, laser and resistance welding, nanomaterials fabrication.","Former Canada Research Chair in Microjoining
NSERC (Discovery Grants Program): Laser Processing of Biocompatible NiTi Shape Memory Alloys.
NSERC (Collaborative Research and Development Grants): Novel electro-spark deposition (ESD) technology and applications.
NSERC (Engage Grants Program):  Laser brazing for high performance hermetic seal of aluminum products.",Forming and joining,Nanotechnology,Lightweight metals,,,,,,,,,,,,x,,,,,,x,,x,,Err:507,,,,,,,
University of Waterloo,"Zhuang, Weihua",WATCAR,"CVAVs: radio positioning, wireless communications and networks, accessing wireless networks from moving vehicles for V2X applications.","Canada Research Chair in Wireless Communications Networks
NSERC (Idea to Innovation): Reliable broadcast of safety messages for vehicular network road safety applications.
NSERC (Discovery Grants Program): Energy Efficient Wireless Communication Networking.",Networks and security,Connected vehicles,Injury Prevention,,,,,,,,x,,,,,,,,x,,,,,x,Err:507,,,,,,,
University of Western Ontario,"Essex, Aleksander",Whisper Lab,"Cybersecurity, cryptography, secure multi-party computation, privacy.","NSERC (PromoScience): Inspiring Future Makers through a Community MakerSpace.
NSERC (Discovery Grants Program): Applications of Secure Computation. ",Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Western Ontario,"Kuboki, Takashi",Fraunhofer Project Centre @ Western,"Polymer composites, biocomposites, nanocomposites, polymer blends, bioplastics, natural fibers, processing of polymers and composites, plastic foaming, polymer properties.",,Polymers and composite materials,Biocomposites,,,,,,,x,,,,,,,,,,,,,,,,Err:507,x,,,,,,
University of Western Ontario,"Ramamurthy, Sridhar",Surface Science Western,"Corrosion of materials, surface analysis, electrochemical studies of coated materials for automotive applications, fatigue assessment, corrosion inhibitors.",,Coatings and corrosion,,,,,,,,,x,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Western Ontario,"Ray, Madhumita",Powder Technology Research Centre,Engine oil filter materials.,"NSERC (Engage Grants Program): Experimental characterization of engine oil filter materials and determination of permeability.
NSERC (Discovery Grants Program): Technologies for Micropollutants Removal: Performance and Cost Evaluation.",Internal combustion engines,,,,,,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Western Ontario,"Shoesmith, David",Surface Science Western,"Corrosion, localized corrosion, analysis of corroding surfaces, modelling to predict future corrosion, lightweight magnesium and aluminum for automotive applications.","NSERC (Research Tools and Instruments):  Corrosion Measurement System.
NSERC (Discovery Grants Program):  Electrochemical and Analytical Studies of Corroding and Reactive Surfaces.
NSERC (Collaborative Research and Development Grants):  Radiolytic corrosion of copper.",Coatings and corrosion,Lightweight metals,,,,,,,,x,,,,,,,,,,,x,,,,Err:507,,,,,,,
University of Western Ontario,"Sun, Xueliang (Andy)",Brockhouse Institute for Materials Research,"Low-dimensional nanomaterials suitable for use in fuel cells and lithium-ion batteries, electric vehicle batteries.","Canada Research Chair in Nanostructured Materials for Energy Storage and Conversion
NSERC (Strategic Projects): Nanoscale, hybrid and multifunctional coatings on advanced cathode materials for high-performance lithium ion batteries used in electric vehicles.
Ontario Research Fund - Infrastructure: Facility for Applications of Advanced Nanomaterials in Energy Storage for Electric Vehicles.
Ontario Research Fund - Infrastructure: Carbon NanoStructured Material Fabrication Laboratory (CNSMFL).
Ontario Research Fund - Infrastructure: An Integrated System for Real-Imaging, In-Situ Growth and In-situ Properties of Nanomaterials.
Canadian Foundation for Innovation: Facility for Applications of Advanced Nanomaterials in Energy Storage for Electric Vehicles.
NSERC (Strategic Projects): Atomically controlled Pt-based electrocatalysts with high stability and ultra-low loading for PEM fuel cells.
NSERC (Discovery Grants Program):  Nanostructured Electrodes for Electrochemical Energy Conversion and Storage.",Batteries and fuel cells,Hybrid and electric vehicles,Nanotechnology,Coatings and corrosion,,,,x,,x,,,,,,,x,,,,,,x,,Err:507,,,,,,,
University of Western Ontario,"Tutunea-Fatan, O. Remus",Fraunhofer Project Centre @ Western,"Computer-aided manufacturing techniques for five-axis CNC machining, micromachining of highly porous materials, intelligent machining systems.","NSERC (Engage Grants Program): Optical performance and manufacturing feasibility of a novel retroreflective geometry.
NSERC (Discovery Grants Program):  Development of diamond cutting technology for fabrication of optically efficient microstructures.",Forming and joining,Industrial processes,,,,,,,,,,,,,x,,,x,,,,,,,Err:507,,,,,,,
University of Western Ontario,"Wang, Xianbin","Bell Centre for Information Engineering
Laboratory for Emerging Communications Systems","Adaptive wireless systems and networking, cooperative communications, wireless security, and integrated ICT systems.","Canada Research Chair in Wireless Security 
NSERC (Collaborative Research and Training Experience): NSERC CREATE Program in Communications Security, Privacy, and Cyberethics.
NSERC (Collaborative Research and Development Grants):  Secure and Efficient Wireless Communications by Real-Time Security Risk Analysis, Continuous Soft Authentication and Autonomous System Adaptation.
NSERC (Discovery Grants Program): Cognitive Adaptation of Communications Systems and Networks for Situation-Aware Wireless Security Enhancement.",Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Western Ontario,"Wood, Jeffrey",Fraunhofer Project Centre @ Western,"Improving metal strengthening deformation techniques, die-casting of magnesium components, aluminum-based automotive composites.","NSERC (Automotive Partnership Canada Project): Structural long-fibre thermoplastics for automotive applications.
Ontario Research Fund - Excellence: Advanced Polymer Composite Materials and Technologies.",Lightweight metals,Forming and joining,,,,,,,,,,,,,x,,,,,,x,,,,Err:507,,,,,,,
University of Western Ontario,"Zhu, Jesse",Particle Technology Research Centre,"Powder handling, fluid-particle and multiphase systems, ultra-fine powders.","Canada Research Chair in Particle Technology and its Applications in the Chemical/Biochemical, Materials, and Pharmaceutical Industry
No NSERC. (Since 2012)",Forming and joining,,,,,,,,,,,,,,x,,,,,,,,,,Err:507,,,,,,,
University of Windsor,"Abdel-Raheem, Esam",Research Center for Integrated Microsystems,"Cognitive Radio Networks, CR-Vehicle Adhoc Networks, Signal Processing for Communications, Digital Signal/Image Processing, VLSI SP Systems",,Networks and security,Connected vehicles,,,,,,,,,x,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Windsor,"Ahamed, Jalal",MEMS Laboratory,"Micro-electromechanical devices, including with applications for dynamic motion sensing.",,Nanotechnology,Sensors,,,,,,,,,,,,,,,,,,,,,x,,Err:507,,,x,,,,
